Date,Price,Volume,Open,High,Low
04/20/2020,-37.63,148427,-37.25,-35.20,-40.32
04/17/2020,18.27,213600,20.00,20.22,17.31
04/16/2020,19.75,319273,20.15,20.53,19.42
04/15/2020,19.87,504320,20.72,20.89,19.20
04/14/2020,20.11,668308,22.36,23.08,19.95
04/13/2020,22.41,676148,23.67,24.57,22.03
04/09/2020,22.76,999324,26.28,28.36,22.57
04/08/2020,25.09,690628,25.78,26.39,24.87
04/07/2020,23.63,686575,26.34,27.24,23.54
04/06/2020,26.08,713558,25.95,28.24,25.63
04/03/2020,28.34,947533,24.81,29.13,23.52
04/02/2020,25.32,1041769,25.87,27.13,23.34
04/01/2020,20.31,663543,20.10,21.55,19.90
03/31/2020,20.48,604605,20.23,21.89,20.01
03/30/2020,20.09,695356,20.93,20.86,19.27
03/27/2020,21.51,551742,23.29,23.44,20.88
03/26/2020,22.60,594194,24.25,24.65,22.38
03/25/2020,24.49,594780,24.37,25.24,22.91
03/24/2020,24.01,633894,23.87,25.16,23.09
03/23/2020,23.36,801593,22.19,24.07,20.80
03/20/2020,22.43,18012,24.73,27.89,19.46
03/19/2020,25.22,78126,22.30,27.71,21.36
03/18/2020,20.37,286707,26.94,27.22,20.06
03/17/2020,26.95,521494,28.69,30.30,26.63
03/16/2020,28.70,663525,28.23,30.42,28.22
03/13/2020,31.73,715399,30.77,33.87,30.33
03/12/2020,31.50,963502,33.07,33.63,30.02
03/11/2020,32.98,824665,34.62,36.35,32.56
03/10/2020,34.36,997569,30.37,35.02,30.20
03/09/2020,31.13,1693652,32.87,34.88,27.34
03/06/2020,41.28,1204734,46.09,46.38,41.05
03/05/2020,45.90,683404,47.45,47.54,45.65
03/04/2020,46.78,724225,46.94,48.41,46.65
03/03/2020,47.18,985670,47.72,48.66,46.47
03/02/2020,46.75,918575,43.70,47.56,43.32
02/28/2020,44.76,1059301,46.49,47.03,43.85
02/27/2020,47.09,980446,46.97,46.99,46.17
02/26/2020,48.73,863928,48.71,48.74,48.59
02/25/2020,49.90,746438,50.14,50.17,49.69
02/24/2020,51.43,739360,51.44,51.46,51.17
02/21/2020,53.38,690203,53.74,53.86,52.55
02/20/2020,53.78,18321,53.50,54.50,53.22
02/19/2020,53.29,78294,52.12,53.66,51.93
02/18/2020,52.12,200409,52.10,52.41,50.88
02/14/2020,52.05,571940,51.51,52.34,51.32
02/13/2020,51.42,694375,51.72,51.96,50.60
02/12/2020,51.17,734341,49.96,51.73,49.95
02/11/2020,49.94,671000,49.61,50.69,49.58
02/10/2020,49.57,663623,50.12,50.49,49.42
02/07/2020,50.32,705408,51.11,51.48,50.09
02/06/2020,50.95,715101,51.17,52.20,50.24
02/05/2020,50.75,849264,49.51,51.88,49.47
02/04/2020,49.61,825721,49.94,51.55,49.31
02/03/2020,50.11,839671,51.01,51.97,49.80
01/31/2020,51.56,790646,52.92,53.36,50.97
01/30/2020,52.14,686601,53.09,53.20,51.66
01/29/2020,53.33,603478,53.97,54.37,52.81
01/28/2020,53.48,609189,52.77,54.06,52.68
01/27/2020,53.14,685508,53.70,53.71,52.13
01/24/2020,54.19,558150,54.25,54.42,54.15
01/23/2020,55.59,670777,56.11,56.27,54.77
01/22/2020,56.74,598300,56.88,57.10,56.03
01/21/2020,58.34,36251,58.80,59.73,57.68
01/17/2020,58.54,90539,58.59,58.98,58.27
01/16/2020,58.52,170200,58.10,58.87,57.56
01/15/2020,57.81,412514,58.20,58.36,57.36
01/14/2020,58.23,471167,58.03,58.72,57.72
01/13/2020,58.08,549744,59.04,59.27,57.91
01/10/2020,59.04,553817,59.61,59.78,58.85
01/09/2020,59.56,712658,59.99,60.31,58.66
01/08/2020,59.61,1157077,59.91,60.46,59.84
01/07/2020,62.70,556048,62.91,63.15,62.11
01/06/2020,63.27,705242,63.71,64.72,62.64
01/03/2020,63.05,852975,61.18,64.09,61.13
01/02/2020,61.18,471119,61.60,61.60,60.64
12/31/2019,61.06,474053,61.68,61.88,60.63
12/30/2019,61.68,406253,61.71,62.34,61.09
12/27/2019,61.72,333129,61.73,61.97,61.24
12/26/2019,61.68,253345,61.20,61.83,61.06
12/24/2019,61.11,190859,60.63,61.16,60.47
12/23/2019,60.52,301631,60.41,60.77,60.10
12/20/2019,60.44,534878,61.11,61.20,60.02
12/19/2019,61.18,417022,60.81,61.40,60.69
12/18/2019,60.93,95329,60.55,61.18,60.32
12/17/2019,60.94,147235,60.23,61.06,60.03
12/16/2019,60.21,306591,59.87,60.34,59.71
12/13/2019,60.07,485594,59.36,60.48,59.27
12/12/2019,59.18,485241,59.46,59.50,59.20
12/11/2019,58.76,555721,58.80,58.87,58.79
12/10/2019,59.24,514628,58.92,59.52,58.52
12/09/2019,59.02,466515,59.11,59.25,58.23
12/06/2019,59.20,637852,58.32,59.85,57.70
12/05/2019,58.33,620670,58.36,59.12,58.10
12/04/2019,58.43,731078,56.43,58.66,56.28
12/03/2019,56.10,540776,55.96,56.80,55.35
12/02/2019,55.96,581647,55.47,56.67,55.42
11/29/2019,55.17,692806,58.20,58.30,55.02
11/27/2019,58.11,432902,58.27,58.68,57.51
11/26/2019,58.41,427362,57.92,58.56,57.76
11/25/2019,58.01,406785,57.92,58.15,57.21
11/22/2019,57.77,480281,58.31,58.74,57.50
11/21/2019,58.58,570480,57.00,58.67,56.60
11/20/2019,57.11,20010,55.16,57.25,54.76
11/19/2019,55.21,76021,56.90,57.11,55.04
11/18/2019,57.05,137000,57.88,58.09,56.55
11/15/2019,57.72,350171,57.75,57.94,57.59
11/14/2019,56.77,487284,57.39,57.79,56.63
11/13/2019,57.12,515248,57.19,57.52,57.17
11/12/2019,56.80,545060,56.89,57.55,56.54
11/11/2019,56.86,462661,57.40,57.40,56.25
11/08/2019,57.24,589272,57.08,57.48,55.76
11/07/2019,57.15,633837,56.84,57.10,56.83
11/06/2019,56.35,588671,56.34,56.58,56.29
11/05/2019,57.23,411763,56.56,57.50,56.30
11/04/2019,56.54,551001,56.41,57.43,55.83
11/01/2019,56.20,514826,54.15,56.33,54.07
10/31/2019,54.18,645900,54.90,55.59,53.71
10/30/2019,55.06,630266,55.53,55.73,54.42
10/29/2019,55.54,505147,55.80,55.91,54.61
10/28/2019,55.81,417828,56.65,56.92,55.58
10/25/2019,56.66,418474,56.71,56.74,56.57
10/24/2019,56.23,459548,55.90,56.51,55.41
10/23/2019,55.97,600372,54.30,56.07,53.62
10/22/2019,54.16,23001,53.39,54.62,53.10
10/21/2019,53.31,63794,53.71,54.03,52.71
10/18/2019,53.78,156871,54.09,54.62,53.35
10/17/2019,53.93,405330,52.99,54.16,52.62
10/16/2019,53.36,432727,52.92,53.74,52.51
10/15/2019,52.81,484794,53.51,53.79,52.39
10/14/2019,53.59,450419,54.90,54.90,52.77
10/11/2019,54.70,697084,53.88,54.93,53.64
10/10/2019,53.55,576127,52.69,53.97,51.38
10/09/2019,52.59,585947,52.58,52.75,52.51
10/08/2019,52.63,614888,52.81,53.27,51.81
10/07/2019,52.75,510780,52.76,53.07,52.71
10/04/2019,52.81,515324,52.29,53.35,52.04
10/03/2019,52.45,610390,52.47,52.91,50.99
10/02/2019,52.64,556072,54.00,54.42,52.17
10/01/2019,53.62,555107,54.28,54.84,53.05
09/30/2019,54.07,504623,56.54,56.57,53.98
09/27/2019,55.91,689324,56.51,56.76,54.75
09/26/2019,56.41,576648,56.69,56.84,55.41
09/25/2019,56.49,539689,56.70,57.02,55.55
09/24/2019,57.29,570224,58.44,58.49,56.69
09/23/2019,58.64,511511,59.25,59.39,57.37
09/20/2019,58.09,20652,58.65,59.10,57.79
09/19/2019,58.13,77410,58.20,59.54,58.01
09/18/2019,58.11,202008,58.14,58.27,58.05
09/17/2019,59.34,973374,61.25,61.29,58.46
09/16/2019,62.90,1372105,62.35,63.38,61.45
09/13/2019,54.85,563398,55.15,55.68,54.44
09/12/2019,55.09,808312,55.93,56.34,54.00
09/11/2019,55.75,820839,57.89,58.30,55.61
09/10/2019,57.40,718610,58.03,58.76,57.20
09/09/2019,57.85,607021,56.80,58.16,56.58
09/06/2019,56.52,686478,56.19,56.95,54.83
09/05/2019,56.30,689882,55.95,57.76,55.75
09/04/2019,56.26,651510,53.92,56.58,53.84
09/03/2019,53.94,940004,54.80,55.24,52.84
08/30/2019,55.16,679847,55.07,55.16,55.00
08/29/2019,56.71,609609,55.88,56.89,55.43
08/28/2019,55.78,652574,55.71,56.75,55.34
08/27/2019,54.93,582245,53.76,55.72,53.69
08/26/2019,53.64,665088,53.25,55.26,52.96
08/23/2019,54.17,790876,55.35,55.60,53.24
08/22/2019,55.35,607226,55.94,56.46,54.85
08/21/2019,55.68,688659,56.05,57.13,55.55
08/20/2019,56.34,29321,56.10,56.60,55.28
08/19/2019,56.21,75923,54.96,56.41,54.84
08/16/2019,54.87,149723,54.74,55.67,54.26
08/15/2019,54.47,504364,54.90,55.33,53.77
08/14/2019,55.23,699321,56.74,56.85,53.97
08/13/2019,57.10,740863,54.73,57.47,54.21
08/12/2019,54.93,574972,54.32,55.18,53.54
08/09/2019,54.50,684278,52.88,54.92,52.37
08/08/2019,52.54,681903,52.33,53.06,51.94
08/07/2019,51.09,1009229,53.42,53.77,50.52
08/06/2019,53.63,651703,54.95,55.42,53.29
08/05/2019,54.69,796567,55.38,55.61,54.22
08/02/2019,55.66,709609,54.54,56.05,54.15
08/01/2019,53.95,854993,57.85,57.99,53.59
07/31/2019,58.58,592538,58.34,58.82,57.81
07/30/2019,58.05,528430,57.07,58.47,56.96
07/29/2019,56.87,516033,56.20,57.10,55.81
07/26/2019,56.20,462109,55.93,56.57,55.68
07/25/2019,56.02,546743,55.90,56.99,55.81
07/24/2019,55.88,725189,57.23,57.64,55.33
